"hcpcs_code","hcpcs_description","ccs_code","ccs_desc"
"99309","Subsequent nursing facility visit, typically 25 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99310","Subsequent nursing facility visit, typically 35 minutes per day",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99315","Nursing facility discharge day management, 30 minutes or less",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99316","Nursing facility discharge management, more than 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99318","Nursing facility annual assessment, typically 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99324","New patient assisted living visit, typically 20 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99325","New patient assisted living visit, typically 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99326","New patient assisted living visit, typically 45 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99327","New patient assisted living visit, typically 60 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99328","New patient assisted living visit, typically 75 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99334","Established patient assisted living visit, typically 15 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99335","Established patient assisted living visit, typically 25 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99336","Established patient assisted living visit, typically 40 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99337","Established patient assisted living visit, typically 60 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99341","New patient home visit, typically 20 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99342","New patient home visit, typically 30 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99343","New patient home visit, typically 45 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99344","New patient home visit, typically 60 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99345","New patient home visit, typically 75 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99347","Established patient home visit, typically 15 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99348","Established patient home visit, typically 25 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99349","Established patient home visit, typically 40 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99350","Established patient home visit, typically 60 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99354","Prolonged office or other outpatient service first hour",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99355","Prolonged office or other outpatient service each 30 minutes beyond first hour",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99356","Prolonged inpatient or observation hospital service first hour",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99357","Prolonged inpatient or observation hospital service each 30 minutes beyond first hour",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99406","Smoking and tobacco use intermediate counseling, greater than 3 minutes up to 10 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99407","Smoking and tobacco use intensive counseling, greater than 10 minutes",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"99499","Evaluation and management service",227,"Other diagnostic procedures (interview, evaluation, consultation)"
"A0425","Ground mileage, per statute mile",239,"Transportation - patient, provider, equipment"
"A0426","Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",239,"Transportation - patient, provider, equipment"
"A0427","Ambulance service, advanced life support, emergency transport, level 1 (als1-emergency)",239,"Transportation - patient, provider, equipment"
"A0428","Ambulance service, basic life support, non-emergency transport, (bls)",239,"Transportation - patient, provider, equipment"
"A0429","Ambulance service, basic life support, emergency transport (bls-emergency)",239,"Transportation - patient, provider, equipment"
"A0430","Ambulance service, conventional air services, transport, one way (fixed wing)",239,"Transportation - patient, provider, equipment"
"A0431","Ambulance service, conventional air services, transport, one way (rotary wing)",239,"Transportation - patient, provider, equipment"
"A0432","Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",239,"Transportation - patient, provider, equipment"
"A0433","Advanced life support, level 2 (als 2)",239,"Transportation - patient, provider, equipment"
"A0434","Specialty care transport (sct)",239,"Transportation - patient, provider, equipment"
"A0435","Fixed wing air mileage, per statute mile",239,"Transportation - patient, provider, equipment"
"A0436","Rotary wing air mileage, per statute mile",239,"Transportation - patient, provider, equipment"
"A0999","Unlisted ambulance service",239,"Transportation - patient, provider, equipment"
"A4220","Refill kit for implantable infusion pump",243,"DME and supplies"
"A4290","Sacral nerve stimulation test lead, each",243,"DME and supplies"
"A4561","Pessary, rubber, any type",243,"DME and supplies"
"A4562","Pessary, non rubber, any type",243,"DME and supplies"
"A4565","Slings",243,"DME and supplies"
"A4641","Radiopharmaceutical, diagnostic, not otherwise classified",243,"DME and supplies"
"A4648","Tissue marker, implantable, any type, each",243,"DME and supplies"
"A6204","Composite dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",243,"DME and supplies"
"A6216","Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",243,"DME and supplies"
"A7043","Vacuum drainage bottle and tubing for use with implanted catheter",243,"DME and supplies"
"A9500","Technetium tc-99m sestamibi, diagnostic, per study dose",243,"DME and supplies"
"A9502","Technetium tc-99m tetrofosmin, diagnostic, per study dose",243,"DME and supplies"
"A9503","Technetium tc-99m medronate, diagnostic, per study dose, up to 30 millicuries",243,"DME and supplies"
"A9505","Thallium tl-201 thallous chloride, diagnostic, per millicurie",243,"DME and supplies"
"A9507","Indium in-111 capromab pendetide, diagnostic, per study dose, up to 10 millicuries",243,"DME and supplies"
"A9509","Iodine i-123 sodium iodide, diagnostic, per millicurie",243,"DME and supplies"
"A9510","Technetium tc-99m disofenin, diagnostic, per study dose, up to 15 millicuries",243,"DME and supplies"
"A9512","Technetium tc-99m pertechnetate, diagnostic, per millicurie",243,"DME and supplies"
"A9516","Iodine i-123 sodium iodide, diagnostic, per 100 microcuries, up to 999 microcuries",243,"DME and supplies"
"A9517","Iodine i-131 sodium iodide capsule(s), therapeutic, per millicurie",243,"DME and supplies"
